name,downloads,description,created_at,updated_at,documentation,homepage,repository,id
typenum,59506490,Typenum is a Rust library for type-level numbers evaluated at     compile time. It currently supp...,2015-09-26 03:09:06.865219,2021-12-26 06:42:14.376489,https://docs.rs/typenum,,https://github.com/paholg/typenum,3111
unicode-bidi,59494937,Implementation of the Unicode Bidirectional Algorithm,2015-06-11 18:06:04.414255,2022-04-26 15:41:49.464878,https://docs.rs/unicode-bidi/,,https://github.com/servo/unicode-bidi,2361
heck,59196845,heck is a case conversion library.,2017-03-27 11:22:23.06719,2021-12-09 17:52:40.843397,https://docs.rs/heck,https://github.com/withoutboats/heck,https://github.com/withoutboats/heck,9167
pkg-config,59138816,A library to run the pkg-config system tool at build time in order to be used in Cargo build scri...,2014-11-11 06:37:31.276162,2022-03-31 07:47:46.792193,https://docs.rs/pkg-config,,https://github.com/rust-lang/pkg-config-rs,34
winapi,58897976,Raw FFI bindings for all of Windows API.,2014-11-29 13:35:24.366255,2020-06-26 11:34:33.480855,https://docs.rs/winapi/,,https://github.com/retep998/winapi-rs,429
matches,58800597,"A macro to evaluate, as a boolean, whether an expression matches a pattern.",2014-12-04 18:37:50.953491,2021-08-12 18:08:14.338081,https://docs.rs/matches/,,https://github.com/SimonSapin/rust-std-candidates,456
hyper,58453335,A fast and correct HTTP library.,2014-11-22 04:05:30.45951,2022-07-07 21:33:09.265432,https://docs.rs/hyper,https://hyper.rs,https://github.com/hyperium/hyper,327
crossbeam-epoch,58224327,Epoch-based garbage collection,2017-11-26 17:32:53.106278,2022-07-23 07:02:51.113007,,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-epoch,https://github.com/crossbeam-rs/crossbeam,40618
miniz_oxide,58018553,DEFLATE compression and decompression library rewritten in Rust based on miniz,2017-10-10 19:08:01.549072,2022-09-04 16:20:24.796094,https://docs.rs/miniz_oxide,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide,35141
thread_local,57668020,Per-object thread-local storage,2016-04-08 07:42:40.999679,2022-01-24 01:26:53.959262,https://docs.rs/thread_local/,,https://github.com/Amanieu/thread_local-rs,4697
thiserror,56069350,derive(Error),2019-10-09 18:05:40.346377,2022-09-13 18:56:49.880053,https://docs.rs/thiserror,,https://github.com/dtolnay/thiserror,171267
thiserror-impl,56064781,Implementation detail of the `thiserror` crate,2019-10-09 18:05:26.708915,2022-09-13 18:56:34.620363,,,https://github.com/dtolnay/thiserror,171266
termcolor,55788987,A simple cross platform library for writing colored text to a terminal. ,2016-11-20 20:45:01.476057,2022-03-02 15:43:10.441102,https://docs.rs/termcolor,https://github.com/BurntSushi/termcolor,https://github.com/BurntSushi/termcolor,7317
toml,55679130,A native Rust encoder and decoder of TOML-formatted files and streams. Provides implementations o...,2014-11-11 05:37:45.901317,2022-04-14 23:57:47.736786,https://docs.rs/toml,https://github.com/alexcrichton/toml-rs,https://github.com/alexcrichton/toml-rs,11
opaque-debug,55628394,Macro for opaque Debug trait implementation,2017-11-26 15:55:55.619753,2020-06-11 14:26:41.185386,https://docs.rs/opaque-debug,,https://github.com/RustCrypto/utils,40574
anyhow,55139381,Flexible concrete Error type built on std::error::Error,2019-10-05 19:52:26.646502,2022-09-13 18:53:20.926744,https://docs.rs/anyhow,,https://github.com/dtolnay/anyhow,170198
futures-core,54991791,The core traits and types in for the `futures` library. ,2018-03-05 22:32:59.053938,2022-08-29 13:35:06.371021,,https://rust-lang.github.io/futures-rs,https://github.com/rust-lang/futures-rs,54007
socket2,54908470,Utilities for handling networking sockets with a maximal amount of configuration possible intended. ,2017-06-07 18:05:03.996775,2022-08-31 16:15:14.945825,https://docs.rs/socket2,https://github.com/rust-lang/socket2,https://github.com/rust-lang/socket2,18126
crossbeam-channel,54732080,Multi-producer multi-consumer channels for message passing,2017-11-26 19:20:24.266475,2022-07-23 07:03:03.922516,,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-channel,https://github.com/crossbeam-rs/crossbeam,40643
arrayvec,54687601,"A vector with fixed capacity, backed by an array (it can be stored on the stack too). Implements ...",2015-05-19 15:27:57.651929,2021-10-28 16:55:00.851624,https://docs.rs/arrayvec/,,https://github.com/bluss/arrayvec,2147
futures-util,53234695,Common utilities and extension traits for the futures-rs library. ,2018-03-05 22:42:24.332661,2022-08-29 13:40:04.978883,,https://rust-lang.github.io/futures-rs,https://github.com/rust-lang/futures-rs,54020
http,53151910,A set of types for representing HTTP requests and responses. ,2014-11-20 23:30:38.809367,2022-06-06 22:07:00.715863,https://docs.rs/http,,https://github.com/hyperium/http,184
futures-task,53134361,Tools for working with tasks. ,2019-07-29 02:21:47.224744,2022-08-29 13:37:30.247291,,https://rust-lang.github.io/futures-rs,https://github.com/rust-lang/futures-rs,152488
tokio-util,52625978,Additional utilities for working with Tokio. ,2018-02-01 03:25:03.010037,2022-09-08 08:35:14.062411,,https://tokio.rs,https://github.com/tokio-rs/tokio,49101
futures-channel,52529007,Channels for asynchronous communication using futures-rs. ,2018-03-05 22:36:02.312563,2022-08-29 13:38:18.985949,,https://rust-lang.github.io/futures-rs,https://github.com/rust-lang/futures-rs,54009
futures-sink,52369311,The asynchronous `Sink` trait for the futures-rs library. ,2018-03-05 22:41:47.740444,2022-08-29 13:36:41.945691,,https://rust-lang.github.io/futures-rs,https://github.com/rust-lang/futures-rs,54019
unicode-segmentation,51369938,"This crate provides Grapheme Cluster, Word and Sentence boundaries according to Unicode Standard ...",2015-04-14 23:28:47.67394,2022-09-13 20:21:13.729557,https://unicode-rs.github.io/unicode-segmentation,https://github.com/unicode-rs/unicode-segmentation,https://github.com/unicode-rs/unicode-segmentation,1872
crossbeam-deque,51282557,Concurrent work-stealing deque,2017-11-26 18:02:02.212875,2022-07-23 07:02:58.042882,,https://github.com/crossbeam-rs/crossbeam/tree/master/crossbeam-deque,https://github.com/crossbeam-rs/crossbeam,40627
nom,51156447,"A byte-oriented, zero-copy, parser combinators library",2015-01-17 17:47:52.413792,2022-03-14 22:37:50.742464,https://docs.rs/nom,,https://github.com/Geal/nom,805
httparse,51020472,"A tiny, safe, speedy, zero-copy HTTP/1.x parser.",2015-02-20 18:34:43.44873,2022-08-30 21:49:42.92302,https://docs.rs/httparse,,https://github.com/seanmonstar/httparse,1432
h2,50680049,An HTTP/2 client and server,2017-03-09 22:02:00.510015,2022-08-16 22:30:45.383145,https://docs.rs/h2,,https://github.com/hyperium/h2,8906
vec_map,50587632,A simple map based on a vector for small integer keys,2015-05-04 02:11:35.894139,2020-05-06 13:38:10.140555,https://contain-rs.github.io/vec-map/vec_map,https://github.com/contain-rs/vec-map,https://github.com/contain-rs/vec-map,2016
